song_id|song_title|album_id|performer_id|release_date|release_year|release_month|release_day|apple_music_player_url
2867020 | Thirsty Hoe |  | 22741 | 2015-10-27 | 2015 | 10 | 27 | https://genius.com/songs/2867020/apple_music_player
3713331 | BRUCE WAYNE |  | 520371 | 2018-05-12 | 2018 | 5 | 12 | https://genius.com/songs/3713331/apple_music_player
3493700 | Lean Like A Viking |  | 1365033 | 2017-09-26 | 2017 | 9 | 26 | https://genius.com/songs/3493700/apple_music_player
3967828 | Mo Bamba Remix | 481108 | 1161172 | 2018-09-19 | 2018 | 9 | 19 | https://genius.com/songs/3967828/apple_music_player
3006237 | Money | 333395 | 1089482 |  |  |  |  | https://genius.com/songs/3006237/apple_music_player
3275743 | No Romance (Killy Remix) |  | 1239491 | 2017-10-10 | 2017 | 10 | 10 | https://genius.com/songs/3275743/apple_music_player
3645325 | BRAND NEW TOOLIE |  | 1444562 | 2018-04-08 | 2018 | 4 | 8 | https://genius.com/songs/3645325/apple_music_player
3789367 | SoIcyGoth |  | 659313 | 2018-06-18 | 2018 | 6 | 18 | https://genius.com/songs/3789367/apple_music_player
3308049 | Patagonia |  | 22741 | 2017-11-04 | 2017 | 11 | 4 | https://genius.com/songs/3308049/apple_music_player
3008673 | WIPE ME DOWN |  | 1091099 | 2017-03-02 | 2017 | 3 | 2 | https://genius.com/songs/3008673/apple_music_player
2488817 | Clearer Skies |  | 215175 |  |  |  |  | https://genius.com/songs/2488817/apple_music_player
3031300 | Swiftly |  | 659698 | 2016-10-05 | 2016 | 10 | 5 | https://genius.com/songs/3031300/apple_music_player
3006204 | Faded |  | 112955 | 2016-10-01 | 2016 | 10 | 1 | https://genius.com/songs/3006204/apple_music_player
3333013 | Nobody Prays 4 Me | 383045 | 611755 | 2017-11-24 | 2017 | 11 | 24 | https://genius.com/songs/3333013/apple_music_player
4182154 | Eastside Obama | 491004 | 1183 | 2018-12-24 | 2018 | 12 | 24 | https://genius.com/songs/4182154/apple_music_player
3331044 | On & Off |  | 1231629 | 2017-11-01 | 2017 | 11 | 1 | https://genius.com/songs/3331044/apple_music_player
3333017 | Spend a Day with Me | 383045 | 611755 | 2017-11-24 | 2017 | 11 | 24 | https://genius.com/songs/3333017/apple_music_player
3319747 | Rodman | 381201 | 1231629 | 2017-08-22 | 2017 | 8 | 22 | https://genius.com/songs/3319747/apple_music_player
3828591 | Change Up |  | 334508 |  |  |  |  | https://genius.com/songs/3828591/apple_music_player
4299517 | SPACE DASH |  | 1089374 | 2019-02-08 | 2019 | 2 | 8 | https://genius.com/songs/4299517/apple_music_player
3378473 | Bentley Coupe |  | 1087308 | 2017-12-17 | 2017 | 12 | 17 | https://genius.com/songs/3378473/apple_music_player
