artist_id, artist_name, song_id, song_title, performer_id, performer_name, artist_img_url, album_art_url
4617 | The Neptunes | 37078 | Number One | 110 | Pharrell Williams | https://images.genius.com/aa964e94a21e7b893801ed3a2bd389b8.1000x1000x1.jpg | https://images.genius.com/5301f2713aa5e291f4b42dba47abdc28.300x301x1.png
4617 | The Neptunes | 3415573 | Higher, Higher | 334 | Justin Timberlake | https://images.genius.com/64fa37d5da3cc33fb232d6e00d93e148.398x398x1.jpg | https://images.genius.com/1c8e917da0dbd0655efbd89cbc806d9d.300x300x1.jpg
4617 | The Neptunes | 14344 | Come Close | 223 | Common | https://images.genius.com/334bd07941665eb5b381fb51bced319d.1000x1000x1.jpg | https://images.rapgenius.com/535fef1cbab20865e4abee3be75d5ffa.200x199x1.jpg
4617 | The Neptunes | 282659 | U Don't Have to Call | 132 | Usher | https://images.genius.com/10b9145c6d957a2c28bea3dcabd0c471.1000x1000x1.jpg | https://images.genius.com/47aa2938f610c4161195242dd18cf8d5.300x266x1.jpg
4617 | The Neptunes | 713 | I'm Beamin' | 147 | Lupe Fiasco | https://images.genius.com/b67b7f5bfbd7eb8c5c334fa8b05a2432.400x400x1.jpg | https://images.genius.com/176f3f314073903c9b8b8c86069308f1.300x300x1.jpg
4617 | The Neptunes | 1758 | That Girl | 110 | Pharrell Williams | https://images.genius.com/aa964e94a21e7b893801ed3a2bd389b8.1000x1000x1.jpg | https://images.genius.com/f689ab0824fca0c915118da31cb95b4a.300x299x1.jpg
4617 | The Neptunes | 30499 | Lookin' At Me | 249 | Ma$e | https://images.genius.com/b2417780460466574f6615cb26e97c6c.899x899x1.jpg | https://images.genius.com/9965e864219990f90a06ad656e3fe998.300x300x1.png
4617 | The Neptunes | 116 | Keys Open Doors | 5 | Clipse | https://images.genius.com/6d9b19d023bc1a4aaf747cabf6d78531.467x467x1.jpg | https://images.genius.com/7521267b7988b507395d65324d39651d.300x300x1.jpg
4617 | The Neptunes | 43055 | Signs | 46 | Snoop Dogg | https://images.genius.com/8c99dd335733f9c3cf16f57c9f589cfb.361x361x1.jpg | https://images.genius.com/138d7fb65b21654d17c8a581a502af5a.300x301x1.jpg
4617 | The Neptunes | 3884 | Virginia | 5 | Clipse | https://images.genius.com/6d9b19d023bc1a4aaf747cabf6d78531.467x467x1.jpg | https://images.genius.com/e8f9be6df36a6370218e9971d5cb2867.300x300x1.jpg
4617 | The Neptunes | 1335 | La-La-La (Excuse Me Miss Again) | 2 | JAY-Z | https://images.genius.com/bf0f68ee56f29c8542ad805c6419682b.676x676x1.jpg | https://images.genius.com/63787635bc1e2d90d4c70c0167166a42.300x300x1.jpg
4617 | The Neptunes | 3415588 | Montana | 334 | Justin Timberlake | https://images.genius.com/64fa37d5da3cc33fb232d6e00d93e148.398x398x1.jpg | https://images.genius.com/1c8e917da0dbd0655efbd89cbc806d9d.300x300x1.jpg
4617 | The Neptunes | 330222 | ​w.a.m.s. | 7811 | Fall Out Boy | https://images.genius.com/e1c483449158dcdf208ef1d462e3fb0b.1000x1000x1.jpg | https://images.genius.com/a5a70f85982ef02a6370fbf5b0575311.300x300x1.jpg
4617 | The Neptunes | 2775 | Get Back Up | 85 | T.I. | https://images.genius.com/68262ccdcbffb87427d31b0d6085c2e3.400x400x1.jpg | https://images.rapgenius.com/13c3a9e0d054c7b3e43a946fd48f4b32.300x300x1.jpg
4617 | The Neptunes | 1136 | I Gotcha | 147 | Lupe Fiasco | https://images.genius.com/b67b7f5bfbd7eb8c5c334fa8b05a2432.400x400x1.jpg | https://images.rapgenius.com/4161dc75280f0c6ac87b7692ce3a52a4.300x302x1.jpg
4617 | The Neptunes | 9048 | Pass the Courvoisier Part II | 338 | Busta Rhymes | https://images.genius.com/54314abfbbbf16253d72455428cc44e6.834x834x1.jpg | https://images.genius.com/93e6ff6e83163fab1317f7722fdbc990.300x300x1.jpg
4617 | The Neptunes | 209 | Popular Demand (Popeyes) | 5 | Clipse | https://images.genius.com/6d9b19d023bc1a4aaf747cabf6d78531.467x467x1.jpg | https://images.genius.com/d878e54b6766255010da413481db1471.300x297x1.jpg
4617 | The Neptunes | 422296 | I'm Lovin' It (McDonald's Commerical) | 5 | Clipse | https://images.genius.com/6d9b19d023bc1a4aaf747cabf6d78531.467x467x1.jpg | https://images.genius.com/799197b4d3ae5879c8e30b1cf7a2e7de.300x279x1.jpg
4617 | The Neptunes | 33068 | Girls Dem Sugar | 8550 | Beenie Man | https://images.genius.com/7ca024d1fd93d4d6e67ef15b3fad43ae.300x300x1.jpg | https://images.genius.com/91424dc3c99dd238079dc9ac109ad523.300x300x1.jpg
4617 | The Neptunes | 4501 | Lapdance | 747 | N.E.R.D | https://images.genius.com/41cfb8e30f408f3df1f1cd4e134143aa.400x400x1.jpg | https://images.genius.com/261c4fe5e7ed3fc43ba6b9c1b6c5bc8d.300x300x1.jpg
4617 | The Neptunes | 5068 | Fuck All Nite | 2 | JAY-Z | https://images.genius.com/bf0f68ee56f29c8542ad805c6419682b.676x676x1.jpg | https://images.genius.com/bbaaa25ac55d3bc2008448e1647d3b54.300x263x1.jpg
4617 | The Neptunes | 4241 | Milkshake (Remix) | 144 | Kelis | https://images.genius.com/193b018cd38f15eedd7e3c1e96bbf25a.303x303x1.jpg | https://images.genius.com/7666f8dbb7db7bdbcd9bea1e0bd66cb6.300x300x1.jpg
4617 | The Neptunes | 3188 | We Got It For Cheap (Intro) | 5 | Clipse | https://images.genius.com/6d9b19d023bc1a4aaf747cabf6d78531.467x467x1.jpg | https://images.genius.com/7521267b7988b507395d65324d39651d.300x300x1.jpg
4617 | The Neptunes | 28964 | Luv U Better | 848 | LL Cool J | https://images.genius.com/9e00cf56336ec8915e2fa3b2b2e7502d.377x377x1.jpg | https://images.genius.com/f7445001281238e4d8aa3435a704a941.300x300x1.jpg
